id,ts,price,vol24h,scrape_batch
5805,1649967840,76.60216713377082,744264703.5110261,2022-04-16 01:11:33
5805,1649968140,76.64140997365476,744877002.610834,2022-04-16 01:11:33
5805,1649968440,76.70801990922885,745526983.669409,2022-04-16 01:11:33
5805,1649968740,76.96547671685306,748377527.0488341,2022-04-16 01:11:33
5805,1649969040,77.0092390316736,750500664.890357,2022-04-16 01:11:33
5805,1649969340,76.85778478615183,751018608.1787938,2022-04-16 01:11:33
5805,1649969640,76.98045087962223,751319591.186112,2022-04-16 01:11:33
5805,1649969940,77.04450477050275,750297402.2660706,2022-04-16 01:11:33
5805,1649970240,77.1331031874198,746834294.40809,2022-04-16 01:11:33
5805,1649970540,77.12873273467403,745505410.1695476,2022-04-16 01:11:33
5805,1649970840,77.12678490235156,745634867.8474602,2022-04-16 01:11:33
5805,1649971140,77.09761383430624,745867987.9610002,2022-04-16 01:11:33
5805,1649971440,77.13480917506999,746067866.3951333,2022-04-16 01:11:33
5805,1649971740,77.17451978633414,746139252.1450778,2022-04-16 01:11:33
5805,1649972040,77.35138635473784,744386090.3654339,2022-04-16 01:11:33
5805,1649972340,77.44778663384079,745013223.6806237,2022-04-16 01:11:33
5805,1649972640,77.43487570566163,744954155.4025704,2022-04-16 01:11:33
5805,1649972940,77.297132623763,744032499.2264621,2022-04-16 01:11:33
5805,1649973240,77.3128380093153,743757880.8166262,2022-04-16 01:11:33
5805,1649973540,77.36942755655672,744623758.9782997,2022-04-16 01:11:33
5805,1649973840,77.35725262347225,738262346.7436742,2022-04-16 01:11:33
5805,1649974140,77.32766439479676,738127650.1537235,2022-04-16 01:11:33
5805,1649974440,77.32930731553883,737306155.843238,2022-04-16 01:11:33
5805,1649974740,77.26656987258602,735869151.154831,2022-04-16 01:11:33
5805,1649975040,77.20835501645183,736015006.0151616,2022-04-16 01:11:33
5805,1649975340,77.13664634953054,735187731.112066,2022-04-16 01:11:33
5805,1649975640,77.13325915041186,734644144.1412435,2022-04-16 01:11:33
5805,1649975940,76.98791243546401,733832854.0974426,2022-04-16 01:11:33
5805,1649976240,76.80638794176889,734035160.5030911,2022-04-16 01:11:33
5805,1649976540,76.92055254107017,734603668.4955075,2022-04-16 01:11:33
5805,1649976840,76.88833884262256,734579893.6556538,2022-04-16 01:11:33
5805,1649977140,76.70620277091169,734822635.108041,2022-04-16 01:11:33
5805,1649977440,76.84107372744438,726206834.9354143,2022-04-16 01:11:33
5805,1649977740,76.82113847072135,724296104.7479401,2022-04-16 01:11:33
5805,1649978040,76.85173384518687,723373644.0103221,2022-04-16 01:11:33
